sample_id,C,m,sigma_scale,life_cycles,a_crit_m,failed_within_grid
262,9.822883094041206e-11,2.903820512935328,0.976660540597824,204795734.17652762,33.05469659998464,True
263,9.066885869933745e-11,2.8705020113880213,1.043388776026309,196502174.5301852,30.88184264512144,True
264,1.0052676981643334e-10,2.937761072975677,0.9664425602434664,190683187.58100834,33.413912931361835,True
265,1.0572207185107036e-10,2.9689366555669707,0.976119885333341,163212094.10018042,33.073515070933645,True
266,9.749212154561728e-11,2.950845173642968,0.9600331767837513,194600817.54862761,33.6431393478008,True
267,9.937686152063236e-11,2.8685725057445537,1.0171323599597402,194622538.0624991,31.7028036182214,True
268,9.651029133674753e-11,2.705366298887952,1.0578984526282775,265862040.40246543,30.445650049806595,True
269,9.600081017367758e-11,2.8444518751145185,0.9907943533941418,231201452.37196454,32.57003024903796,True
270,8.907304287798866e-11,2.9316368148138956,0.9364375420043798,240795725.6342291,34.514057426811114,True
271,9.903834491206376e-11,2.780955274744952,0.9458646588856592,299651622.9656974,34.1608890778981,True
272,9.50660486552305e-11,2.9531274730121577,1.019729971068527,164486646.25934586,31.619699570763647,True
273,1.1609441576573371e-10,2.9808393297267304,1.0922058206697134,101426596.23706253,29.433094172061196,True
274,1.1110420706376233e-10,2.9026866976295844,1.0196862499657198,159046722.97233886,31.621094814429195,True
275,9.970412690454241e-11,2.5836220133687604,0.9806551724674374,429777793.7830227,32.916299338659314,True
276,8.867465078693023e-11,2.76219116372882,1.0383091983425141,265734122.47962272,31.037426827903015,True
277,8.532084986895919e-11,3.0786189158556083,0.9880250682206627,149854480.43606716,32.66390026517951,True
278,1.0743497234965311e-10,2.8353462206971622,0.9810857391317896,217524239.97739714,32.901449292118244,True
279,9.852239256141253e-11,2.6915856776871006,0.9520770447152368,365304739.665277,33.93197735928481,True
280,1.0060937667255947e-10,3.0135247388310273,1.0704224422123179,115212787.22242138,30.07866006830024,True
281,7.925197452504775e-11,2.8913355591543675,0.8730396041252169,368006419.9378502,37.17519900684903,True
282,1.0490340942295854e-10,3.0004940488957725,1.0398929600139635,124976109.14787166,30.988754156021756,True
283,1.003624352468579e-10,2.9176958675219367,0.9768127531101232,193824212.9132779,33.0494023299338,True
284,8.533986542962102e-11,2.935855913621217,0.9794829634274194,216445327.62721127,32.95679444604494,True
285,9.147336184848049e-11,2.9263009247714518,1.0846157578058906,150663049.84050894,29.65645595871631,True
286,9.853168516182259e-11,2.9597488311921003,0.9642934453899974,185941948.99707496,33.4904347111248,True
287,9.650368126421995e-11,3.11774304485561,0.9659965422985795,129909167.05637607,33.429765929613936,True
288,9.319515661628588e-11,2.9871006335959187,0.9934802880540234,167753111.4298858,32.479485480136276,True
289,9.500651262656678e-11,2.7319660682154465,1.0206923692906118,280757759.7639105,31.58901744408736,True
290,9.358101716921391e-11,2.9346661515278907,0.9779072108853565,198935877.53148204,33.011383325532385,True
291,9.74646001161837e-11,3.004148076810322,0.9213070534732057,195470244.37704283,35.1000452923914,True
292,1.1012632294073431e-10,3.0102700806536147,0.9567150909559117,151338950.52724388,33.76301457631092,True
293,7.136007896705955e-11,2.84733950169409,1.0640666928232259,249048298.62761652,30.263822726921155,True
294,9.372623746070703e-11,3.006494444518813,1.0037388394567757,154148482.84819734,32.138122238890425,True
295,9.76945192451755e-11,2.9827742399551207,1.022554364185191,147698629.34373382,31.529819324756808,True
296,9.884154230099616e-11,3.147251743696973,0.9869289396413481,110253058.82117712,32.70120108285834,True
297,9.242962001931562e-11,2.814999826375149,0.9670251151913365,277203786.6008894,33.393228966417084,True
298,7.913547088820561e-11,2.8392599423599574,1.0838784724937707,216524342.16342646,29.67831962451162,True
299,9.914875664365545e-11,2.8593880951540047,0.990590407147446,216108083.84678626,32.576925479319115,True
300,1.1258256205597618e-10,2.8409777849961224,0.9778315060236437,206863338.71317998,33.014010402484175,True
301,8.127493051280509e-11,2.8009979250236396,1.054807118317767,251583890.89039925,30.537576319865554,True
302,1.0429274893150261e-10,2.613732449432626,0.9638819820566308,401190655.39240456,33.505124270259266,True
